Index,director name,film name,title code,score,year
0,nm0654858,Francesco Nuti... e vengo da lontano,tt6324908,7.7,2010
1,nm0654858,Voi siete qui,tt2024553,7.6,2011
2,nm0654858,La finestra di fronte,tt0352343,7.3,2003
3,nm0654858,Le fate ignoranti,tt0274497,7.3,2001
4,nm0654858,Scusate il ritardo,tt0084646,7.3,1983
5,nm0654858,Mine vaganti,tt1405810,7.2,2010
6,nm0654858,Mortacci,tt0097913,7,1989
7,nm0654858,Cebimdeki Yabanci,tt7862330,6.9,2018
8,nm0654858,Il bagno turco,tt0119248,6.8,1997
9,nm0654858,Saturno contro,tt0890885,6.7,2007
10,nm0654858,La scorta,tt0108059,6.7,1993
11,nm0654858,Son contento,tt0086338,6.7,1983
12,nm0654858,Magnifica presenza,tt2281345,6.6,2012
13,nm0654858,Il branco,tt0110761,6.6,1994
14,nm0654858,Il volpone,tt0096400,6.6,1988
15,nm0654858,Willy Signori e vengo da lontano,tt0100938,6.6,1989
16,nm0654858,Allacciate le cinture,tt3425034,6.5,2014
17,nm0654858,Ultrà,tt0100835,6.5,1991
18,nm0654858,Un giorno perfetto,tt1056067,6.5,2008
19,nm0654858,Cuore sacro,tt0429898,6.4,2005
20,nm0654858,La dea fortuna,tt1025657,6.3,2019
21,nm0654858,Harem suare,tt0179841,6.2,1999
22,nm0654858,Donne con le gonne,tt0104122,6,1991
23,nm0654858,Noi uomini duri,tt0093645,5.9,1987
24,nm0654858,Napoli velata,tt6892206,5.8,2017
25,nm0654858,Vite strozzate,tt0118097,5.8,1996
26,nm0654858,Il tenente dei carabinieri,tt0163333,5.7,1986
27,nm0654858,Rosso Istanbul,tt5927352,5.5,2017
28,nm0654858,Anche i commercialisti hanno un'anima,tt0128929,4.7,1994
29,nm0654858,OcchioPinocchio,tt0110708,4.2,1994
30,nm0000694,"Film, the Living Record of our Memory",tt1543919,9,2021
31,nm0000694,Il sale della terra,tt3674140,8.5,2014
32,nm0000694,Beyond the Bolex,tt6799420,8.3,2018
33,nm0000694,In My Own Time: A Portrait of Karen Dalton,tt1332962,8.2,2020
34,nm0000694,"Paris, Texas",tt0087884,8.1,1984
35,nm0000694,Lumière!,tt5954462,8.1,2016
36,nm0000694,Il cielo sopra Berlino,tt0093191,8,1987
37,nm0000694,Alice nelle città,tt0069687,8,1974
38,nm0000694,Charlie: The Life and Art of Charles Chaplin,tt0379730,7.9,2003
39,nm0000694,Autoluminescent: Rowland S. Howard,tt2015298,7.9,2011
40,nm0000694,Janela da Alma,tt0297986,7.9,2001
41,nm0000694,Nel corso del tempo,tt0073152,7.8,1976
42,nm0000694,Sing Me the Songs That Say I Love You: A Concert for Kate McGarrigle,tt2419978,7.8,2012
43,nm0000694,Taxisti di notte,tt0102536,7.7,1991
44,nm0000694,Pina,tt1440266,7.7,2011
45,nm0000694,It Must Schwing: The Blue Note Story,tt8661880,7.7,2018
46,nm0000694,Das ist ja das Leben selbst!,tt1855167,7.7,2012
47,nm0000694,Stories We Tell,tt2366450,7.6,2012
48,nm0000694,Buena Vista Social Club,tt0186508,7.6,1999
49,nm0000694,Problema,tt1672104,7.6,2010
50,nm0000694,Harry Dean Stanton: Partly Fiction,tt2372776,7.5,2012
51,nm0000694,Ten Years After,tt0063677,7.5,1969
52,nm0000694,Von einem der auszog - Wim Wenders' frühe Jahre,tt0949576,7.5,2007
53,nm0000694,L'amico americano,tt0075675,7.4,1977
54,nm0000694,Tokyo-Ga,tt0090182,7.4,1985
55,nm0000694,L'anima di un uomo,tt0368287,7.4,2003
56,nm0000694,Straight to you: Nick Cave - a portrait,tt8358314,7.4,1994
57,nm0000694,Gegenschuss - Aufbruch der Filmemacher,tt1158864,7.4,2008
58,nm0000694,Così lontano così vicino,tt0107209,7.3,1993
59,nm0000694,United States vs. Reality Winner,tt1282144,7.3,2021
60,nm0000694,Garlic Is as Good as Ten Mothers,tt0080776,7.3,1980
61,nm0000694,Wim Wenders: Desperado,tt1265109,7.3,2020
62,nm0000694,Dani Karavan,tt1362885,7.3,2020
63,nm0000694,Still Alive: Film o Krzysztofie Kieslowskim,tt6443982,7.3,2006
64,nm0000694,A dokumentátor,tt0097220,7.3,1988
65,nm0000694,Jonas at the Ocean,tt0266670,7.3,2002
66,nm0000694,Corri ragazzo corri,tt1608516,7.2,2013
67,nm0000694,Lisbon Story,tt0110361,7.2,1994
68,nm0000694,Ten Minutes Older: The Trumpet,tt0304808,7.2,2002
69,nm0000694,Un ultimo tango,tt4937156,7.2,2015
70,nm0000694,Erika Rabau: Puck of Berlin,tt1185353,7.2,2008
71,nm0000694,A Fuller Life,tt2972098,7.1,2013
72,nm0000694,Bar25,tt2292591,7.1,2012
73,nm0000694,Edgar G. Ulmer: The Man Off-Screen,tt0435638,7.1,2004
74,nm0000694,Auge in Auge - Eine deutsche Filmgeschichte,tt1179024,7.1,2008
75,nm0000694,The One Dollar Diary,tt0279288,7.1,2001
76,nm0000694,I Played It for You,tt0087158,7.1,1985
77,nm0000694,Falso movimento,tt0071483,7,1975
78,nm0000694,Lo stato delle cose,tt0084725,7,1982
79,nm0000694,A Black Jesus,tt1104243,7,2020
80,nm0000694,National Bird,tt5525310,7,2016
81,nm0000694,Robby Müller: Living the Light,tt8842066,7,2018
82,nm0000694,King Kongs Faust,tt0087560,7,1985
83,nm0000694,Junimond,tt0347293,7,2002
84,nm0000694,Schneeweißrosenrot,tt0102854,7,1991
85,nm0000694,Lumière and Company,tt0113718,6.9,1995
86,nm0000694,Buena Vista Social Club: Adios,tt4653272,6.9,2017
87,nm0000694,Fassbinder in Hollywood,tt0325360,6.9,2002
88,nm0000694,Mikrofan,tt1210082,6.9,2007
89,nm0000694,Was heißt hier Ende?,tt4382666,6.9,2015
90,nm0000694,Mondo Lux - Die Bilderwelten des Werner Schroeter,tt1838602,6.9,2011
91,nm0000694,...als Diesel geboren,tt0078719,6.9,1979
92,nm0000694,Fino alla fine del mondo,tt0101458,6.8,1991
93,nm0000694,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,tt0973844,6.8,2007
94,nm0000694,Souad,tt1244445,6.8,2021
95,nm0000694,Cattedrali della cultura 3D,tt2713778,6.8,2014
96,nm0000694,Ritorno a Berlino,tt0095833,6.8,1988
97,nm0000694,Why Are We Creative: The Centipede's Dilemma,tt8804436,6.8,2018
98,nm0000694,I fratelli Skladanowsky,tt0113151,6.8,1995
99,nm0000694,Yer demir gök bakir,tt0092955,6.8,1987
100,nm0000694,Dennis Hopper: Uneasy Rider,tt6140128,6.8,2016
101,nm0000694,"Acqua e zucchero: Carlo Di Palma, i colori della vita",tt5952516,6.8,2016
102,nm0000694,Di me cosa ne sai,tt1514825,6.8,2009
103,nm0000694,Shooting Palermo,tt1322374,6.8,2008
104,nm0000694,City of Angels - La città degli angeli,tt0120632,6.7,1998
105,nm0000694,La otra conquista,tt0175996,6.7,1998
106,nm0000694,Lampi sull'acqua - Nick's movie,tt0081055,6.7,1980
107,nm0000694,Along for the Ride,tt3986978,6.7,2016
108,nm0000694,Halbe Miete,tt0338087,6.7,2002
109,nm0000694,Radio On,tt0079773,6.6,1979
110,nm0000694,Non bussare alla mia porta,tt0377800,6.6,2005
111,nm0000694,Prima del calcio di rigore,tt0066773,6.6,1972
112,nm0000694,Der Rosenkönig,tt0091871,6.6,1986
113,nm0000694,Kurôn wa kokyô wo mezasu,tt1313130,6.6,2008
114,nm0000694,Willie Nelson at the Teatro,tt0255700,6.6,1998
115,nm0000694,In the Shadow of Hollywood,tt0259362,6.6,2000
116,nm0000694,Al di là delle nuvole,tt0114086,6.5,1995
117,nm0000694,Hammett: indagine a Chinatown,tt0085640,6.5,1982
118,nm0000694,Appunti di viaggio su moda e città,tt0096852,6.5,1989
119,nm0000694,La donna mancina,tt0076316,6.5,1977
120,nm0000694,Yi ye Taibei,tt1291125,6.5,2010
121,nm0000694,La terra dell'abbondanza,tt0382357,6.4,2004
122,nm0000694,Papa Francesco - Un uomo di parola,tt6915100,6.4,2018
123,nm0000694,Soy Nero,tt2249039,6.4,2016
124,nm0000694,Invisibles,tt0871000,6.4,2007
125,nm0000694,The Bicycle,tt4702568,6.4,2015
126,nm0000694,Fare un film è per me vivere,tt0113011,6.4,1995
127,nm0000694,Colonna sonora,tt0231376,6.4,1992
128,nm0000694,L'absence,tt0103615,6.3,1992
129,nm0000694,Dead On: The Life and Cinema of George A. Romero,tt0852951,6.3,2008
130,nm0267512,Red Hot Chili Peppers: Stadium Arcadium,tt1159564,9.1,2007
131,nm0267512,Little Miss Sunshine,tt0449059,7.8,2006
132,nm0267512,Beauty Is Embarrassing,tt2040281,7.4,2012
133,nm0267512,Le donne della mia vita,tt4385888,7.3,2016
134,nm0267512,Beginners,tt1532503,7.2,2010
135,nm0267512,Ruby Sparks,tt1839492,7.2,2012
136,nm0267512,The Decline of Western Civilization Part II: The Metal Years,tt0094980,7.2,1988
137,nm0267512,La battaglia dei sessi,tt4622512,6.7,2017
138,nm0267512,Thumbsucker - Il succhiapollice,tt0318761,6.6,2005
139,nm0267512,Youth in Revolt,tt0403702,6.4,2009
140,nm0267512,Duck Butter,tt6958014,5.3,2018
141,nm0203993,The Terence Davies Trilogy,tt0264090,7.5,1983
142,nm0203993,Voci lontane... sempre presenti,tt0095037,7.4,1988
143,nm0203993,Il lungo giorno finisce,tt0104753,7.4,1992
144,nm0203993,Of Time and the City,tt1232790,7.2,2008
145,nm0203993,La casa della gioia,tt0200720,7,2000
146,nm0203993,Benediction,tt6852178,6.9,2021
147,nm0203993,Father and Son,tt0104238,6.7,1992
148,nm0203993,A Quiet Passion,tt2392830,6.5,2016
149,nm0203993,Sunset Song,tt2262161,6.4,2015
150,nm0203993,Il profondo mare azzurro,tt1700844,6.2,2011
151,nm0203993,Serenata alla luna,tt0113952,6.2,1995
152,nm0001466,"Il buono, il brutto, il cattivo",tt0060196,8.8,1966
153,nm0001466,C'era una volta il West,tt0064116,8.5,1968
154,nm0001466,C'era una volta in America,tt0087843,8.3,1984
155,nm0001466,Ladri di biciclette,tt0040522,8.3,1948
156,nm0001466,Gli spietati,tt0105695,8.2,1992
157,nm0001466,Per qualche dollaro in più,tt0059578,8.2,1965
158,nm0001466,Ben-Hur,tt0052618,8.1,1959
159,nm0001466,Kill Bill - Volume 2,tt0378194,8,2004
160,nm0001466,Per un pugno di dollari,tt0058461,8,1964
161,nm0001466,La storia di una monaca,tt0053131,7.6,1959
162,nm0001466,Giù la testa,tt0067140,7.6,1971
163,nm0001466,Rigoletto,tt0038882,7.5,1946
164,nm0001466,Il mio nome è Nessuno,tt0070215,7.4,1973
165,nm0001466,"Bianco, rosso e Verdone",tt0082073,7.4,1981
166,nm0001466,Le sette sfide,tt0062254,7.3,1961
167,nm0001466,Quo Vadis,tt0043949,7.2,1951
168,nm0001466,Un sacco bello,tt0079839,7.2,1980
169,nm0001466,La leggenda di Faust,tt0040533,7.2,1949
170,nm0001466,Il giocattolo,tt0079211,7.1,1979
171,nm0001466,Il brigante Musolino,tt0042284,7.1,1950
172,nm0001466,Dealer,tt0398013,7,2004
173,nm0001466,La legge mi incolpa,tt0160725,7,1959
174,nm0001466,La forza del destino,tt0041385,7,1950
175,nm0001466,Il gatto,tt0076069,6.9,1977
176,nm0001466,Cimitero senza croci,tt0063740,6.8,1969
177,nm0001466,Hanno rubato un tram,tt0047062,6.8,1954
178,nm0001466,Documenti su Giuseppe Pinelli,tt2970438,6.7,1970
179,nm0001466,Fabiola,tt0041342,6.6,1949
180,nm0001466,Jolanda la figlia del corsaro nero,tt0044770,6.6,1953
181,nm0001466,L'uomo la bestia e la virtù,tt0046483,6.6,1953
182,nm0001466,Le verdi bandiere di Allah,tt0193605,6.6,1963
183,nm0001466,Mi permette babbo!,tt0049498,6.6,1956
184,nm0001466,Il maestro,tt0050668,6.6,1957
185,nm0001466,Troppo forte,tt0092116,6.5,1986
186,nm0001466,Bellissimo: Immagini del cinema italiano,tt0092635,6.5,1985
187,nm0001466,Questa è la vita,tt0163802,6.5,1954
188,nm0001466,Il trovatore,tt0041991,6.5,1949
189,nm0001466,La tratta delle bianche,tt0046455,6.4,1952
190,nm0001466,"Un genio, due compari, un pollo",tt0073036,6.3,1975
191,nm0001466,6 Bullets to Hell,tt3090110,6.3,2016
192,nm0001466,Il folle di Marechiaro,tt0208970,6.3,1950
193,nm0001466,"Afrodite, dea dell'amore",tt0051342,6.2,1958
194,nm0001466,Elena di Troia,tt0049301,6.1,1956
195,nm0001466,La bocca sulla strada,tt0033412,6.1,1941
196,nm0001466,Romolo e Remo,tt0057460,5.9,1961
197,nm0001466,Tradita,tt0047607,5.9,1954
198,nm0001466,"Frine, cortigiana d'Oriente",tt0045792,5.9,1953
199,nm0001466,Il figlio del corsaro rosso,tt0051616,5.9,1959
200,nm0001466,Il colosso di Rodi,tt0054756,5.8,1961
201,nm0001466,Sodoma e Gomorra,tt0056504,5.7,1962
202,nm0001466,Gli ultimi giorni di Pompei,tt0054422,5.7,1959
203,nm0001466,Sai cosa faceva Stalin alle donne?,tt0138769,5.6,1969
204,nm0001466,Milano miliardaria,tt0043805,5.6,1951
205,nm0001466,Il cambio della guardia,tt0185167,5.6,1962
206,nm0001466,Tráiganme la Cabeza de la Mujer Metralleta,tt2424028,5.5,2012
207,nm0001466,The King of Ads,tt2243597,5.5,1991
208,nm0001466,Il voto,tt0043111,5.5,1950
209,nm0001466,I tre corsari,tt0045255,5.5,1952
210,nm0001466,Nel segno di Roma,tt0051985,5.4,1959
211,nm0001466,La ladra,tt0048278,5.4,1955
212,nm0001466,Taxi di notte,tt0046406,5.4,1950
213,nm0001466,Un amore perfetto o quasi,tt0078757,5.2,1979
214,nm0001466,The Mountie,tt1591496,4.6,2011
215,nm0001466,Blood Moon Rising,tt1242605,3.3,2009
216,nm0001466,Vixen Highway 2006: It Came from Uranus!,tt1666348,2,2010
217,nm0001466,Nosferatu vs. Father Pipecock & Sister Funk,tt3587202,1.5,2014
218,nm0001466,Amanti del passato,tt0045500,0,1953
219,nm0591450,The Lion King,tt0110357,8.5,1994
220,nm0591450,La bella e la bestia,tt0101414,8,1991
221,nm0591450,La sirenetta,tt0097757,7.6,1989
222,nm0591450,Howard,tt7682430,7.6,2018
223,nm0591450,Red Dog,tt0803061,7.4,2011
224,nm0591450,Le avventure del piccolo tostapane,tt0092695,7.3,1987
225,nm0591450,Basil l'investigatopo,tt0091149,7.2,1986
226,nm0591450,Il re Leone,tt6105098,6.8,2019
227,nm0591450,Mr. Peabody e Sherman,tt0864835,6.8,2014
228,nm0591450,Oliver & Company,tt0095776,6.7,1988
229,nm0591450,Il regno proibito,tt0865556,6.6,2008
230,nm0591450,Taron e la pentola magica,tt0088814,6.4,1985
231,nm0591450,Le regole della truffa,tt1541160,6.4,2011
232,nm0591450,Stuart Little - Un topolino in gamba,tt0164912,5.9,1999
233,nm0591450,Stuart Little 2,tt0243585,5.5,2002
234,nm0591450,La casa dei fantasmi,tt0338094,5.1,2003
235,nm0131910,Gimme Shelter,tt0065780,7.8,1970
236,nm0131910,La collezionista,tt0061495,7.4,1967
237,nm0131910,Sadismo,tt0066214,6.9,1970
238,nm0131910,Generazione Proteus,tt0075931,6.3,1977
239,nm0131910,L'occhio del terrore,tt0094320,6.2,1987
240,nm0131910,Duffy il re del doppio gioco,tt0062917,5.8,1968
241,nm0131910,Il tocco del diavolo,tt0114941,5.6,1995
242,nm0131910,Le toccabili,tt0063709,5.4,1968
243,nm0131910,Tilt,tt0078400,5.2,1979
244,nm0131910,No moriré sola,tt1278102,4.8,2008
245,nm0131910,RPM,tt0118441,3.6,1997
246,nm0131910,Nosferatu vs. Father Pipecock & Sister Funk,tt3587202,1.5,2014
247,nm0131910,Acid Head: The Buzzard Nuts County Slaughter,tt1672166,1.4,2011
248,nm0000466,Il favoloso mondo di Amélie,tt0211915,8.3,2001
249,nm0000466,Celluloid Dreams,tt0375645,8.1,2002
250,nm0000466,A forradalom arca - Egy pesti lány nyomában,tt1298753,7.8,2006
251,nm0000466,Una lunga domenica di passioni,tt0344510,7.6,2004
252,nm0000466,Delicatessen,tt0101700,7.6,1991
253,nm0000466,La città perduta,tt0112682,7.5,1995
254,nm0000466,Seul contre tous,tt0157016,7.4,1998
255,nm0000466,Le voyage extraordinaire,tt2134092,7.4,2011
256,nm0000466,L'esplosivo piano di Bazil,tt1149361,7.2,2009
257,nm0000466,Lo straordinario viaggio di T.S. Spivet,tt1981107,7.1,2013
258,nm0000466,Vidocq,tt0164961,6.5,2001
259,nm0000466,Alien - La clonazione,tt0118583,6.2,1997
260,nm0000466,La traversée du désir,tt1403097,6.2,2009
261,nm0000466,"The King of Ads, Part 2",tt8293244,6,1993
262,nm0000466,Madame Edouard,tt0377087,5,2004
263,nm0000466,Nosferatu vs. Father Pipecock & Sister Funk,tt3587202,1.5,2014
264,nm0000466,Il nuovo cinema francese,tt1154287,0,2003
265,nm0873779,The Lion King,tt0110357,8.5,1994
266,nm0873779,La bella e la bestia,tt0101414,8,1991
267,nm0873779,Aladdin,tt0103639,8,1992
268,nm0873779,La sirenetta,tt0097757,7.6,1989
269,nm0873779,Kung Fu Panda,tt0441773,7.6,2008
270,nm0873779,Howard,tt7682430,7.6,2018
271,nm0873779,Il risveglio della magia,tt1159961,7.6,2009
272,nm0873779,Floyd Norman: Una vita nell'animazione,tt5507860,7.4,2016
273,nm0873779,Megamind,tt1001526,7.3,2010
274,nm0873779,La bella e la bestia,tt2771200,7.1,2017
275,nm0873779,Il gobbo di Notre Dame,tt0116583,7,1996
276,nm0873779,Madagascar,tt0351283,6.9,2005
277,nm0873779,Atlantis - L'impero perduto,tt0230011,6.9,2001
278,nm0873779,Bianca e Bernie nella terra dei canguri,tt0100477,6.9,1990
279,nm0873779,Mr. Peabody e Sherman,tt0864835,6.8,2014
280,nm0873779,Oliver & Company,tt0095776,6.7,1988
281,nm0873779,Giù per il tubo,tt0424095,6.6,2006
282,nm0873779,Taron e la pentola magica,tt0088814,6.4,1985
283,nm0873779,Ritorno alla quarta dimensione,tt0089652,6.1,1985
284,nm0873779,Bob's Video,tt0222837,3.7,2000
285,nm0576987,A Lei da Água (Novo Código Florestal),tt4119548,8.7,2015
286,nm0576987,City of God,tt0317248,8.6,2002
287,nm0576987,José e Pilar,tt1789810,8.3,2010
288,nm0576987,Waste Land,tt1268204,7.9,2010
289,nm0576987,Urubus,tt1190882,7.8,2020
290,nm0576987,"Ato, Atalho e Vento",tt4301200,7.8,2014
291,nm0576987,Era Uma Vez Iracema,tt1341717,7.7,2005
292,nm0576987,I due Papi,tt8404614,7.6,2019
293,nm0576987,La gabbia dorata,tt2042583,7.6,2013
294,nm0576987,Elena,tt2475154,7.6,2012
295,nm0576987,Nessun nome nei titoli di coda,tt1077019,7.6,2020
296,nm0576987,Ginga,tt1058533,7.6,2005
297,nm0576987,Exodus Where I Come from Is Disappearing,tt1764565,7.5,2017
298,nm0576987,The Constant Gardener - La cospirazione,tt0387131,7.4,2005
299,nm0576987,L'anno in cui i miei genitori andarono in vacanza,tt0857355,7.4,2006
300,nm0576987,Crítico,tt1368859,7.4,2008
301,nm0576987,El baño del Papa,tt0482901,7.3,2007
302,nm0576987,Tropicália,tt1497880,7.3,2012
303,nm0576987,Trash,tt1921149,7.2,2014
304,nm0576987,Cidade dos Homens,tt0870090,7.2,2007
305,nm0576987,Junho: O Mês que Abalou o Brasil,tt3779212,7.2,2014
306,nm0576987,7 Prisioneiros,tt1416811,7.1,2021
307,nm0576987,Socrates,tt8026554,7.1,2018
308,nm0576987,The Great Green Wall,tt8333336,7.1,2019
309,nm0576987,Xingu,tt2142055,7.1,2011
310,nm0576987,Il più forte del mondo,tt3918584,7.1,2016
311,nm0576987,Domésticas: O Filme,tt0279783,7.1,2001
312,nm0576987,Lado B: Como Fazer um Longa Sem Grana no Brasil,tt1202026,7.1,2007
313,nm0576987,Não Por Acaso,tt0432988,7,2007
314,nm0576987,Brasil Animado,tt1825692,7,2011
315,nm0576987,A deriva,tt1016321,6.8,2009
316,nm0576987,Eduardo e Mônica,tt8747460,6.8,2020
317,nm0576987,O Filho Eterno,tt5341098,6.8,2016
318,nm0576987,A Fera na Selva,tt6891752,6.8,2017
319,nm0576987,A Floresta Feliz,tt2290778,6.8,2000
320,nm0576987,Loop,tt8241138,6.7,2020
321,nm0576987,Blindness - Cecità,tt0861689,6.6,2008
322,nm0576987,VIPs,tt1235548,6.6,2010
323,nm0576987,O Nome da Morte,tt5991954,6.6,2017
324,nm0576987,La Vingança,tt2371365,6.6,2016
325,nm0576987,Marighella,tt7825208,6.5,2019
326,nm0576987,Contra Todos,tt0395978,6.5,2004
327,nm0576987,Antônia,tt0492869,6.4,2006
328,nm0576987,Som e Fúria: O Filme,tt1685327,6.3,2009
329,nm0576987,O Signo da Cidade,tt1119162,6.3,2007
330,nm0576987,Passioni e desideri,tt1680045,6.2,2011
331,nm0576987,Zoom,tt3763866,6.1,2015
332,nm0576987,A Grande Vitória,tt2392343,5.9,2014
333,nm0576987,Entre Idas e Vindas,tt5046504,5.7,2016
334,nm0576987,TOC: Transtornada Obsessiva Compulsiva,tt5337480,5.6,2017
335,nm0576987,Mulheres Alteradas,tt7867358,5.6,2018
336,nm0576987,Viva Voz,tt0413460,5.6,2003
337,nm0576987,"Rio, Eu Te Amo",tt1456606,5.2,2014
338,nm0576987,Menino Maluquinho 2: A Aventura,tt0237456,5.1,1998
339,nm0576987,O Sentido da Vida,tt2544134,0,2021
340,nm0576987,Passages,tt1103539,0,2019
341,nm0576987,O Velho Guerreiro Não Morrerá - O Cangaceiro de Lima Barreto 50 Anos Depois,tt1820573,0,2011
342,nm0360253,L'odio,tt0113247,8.1,1995
343,nm0360253,Zodiac,tt0443706,7.7,2007
344,nm0360253,Un biglietto in due,tt0093748,7.6,1987
345,nm0360253,Gli Incredibili 2,tt3606756,7.6,2018
346,nm0360253,Hollywood Hollywood,tt0075323,7.4,1976
347,nm0360253,Le avventure dei Chipmunk,tt0092752,7.2,1987
348,nm0360253,Due marinai e una ragazza,tt0037514,7.1,1945
349,nm0360253,La madre morta,tt0107479,7.1,1993
350,nm0360253,Crooklyn,tt0109504,7,1994
351,nm0360253,"La meravigliosa, stupenda storia di Carlotta e del porcellino Wilbur",tt0070016,6.9,1973
352,nm0360253,Un uomo chiamato Flintstone,tt0060661,6.7,1966
353,nm0360253,Scooby-Doo! e Batman: il caso irrisolto,tt7578566,6.6,2018
354,nm0360253,"Yogi, Cindy e Bubu",tt0154587,6.6,1964
355,nm0360253,C'era una volta nella foresta,tt0107745,6.5,1993
356,nm0360253,St. Elmo's Fire,tt0090060,6.4,1985
357,nm0360253,Trittico d'amore,tt0049367,6.4,1956
358,nm0360253,The Baby Smurf,tt0258438,6.4,1984
359,nm0360253,Rock Odyssey,tt1382663,6.4,1987
360,nm0360253,"Happy Halloween, Scooby-Doo!",tt1283895,6.3,2020
361,nm0360253,Nebbia sulla Manica,tt0045670,6.3,1953
362,nm0360253,Heidi's Song,tt0084060,6.3,1982
363,nm0360253,Dark Shadows,tt1077368,6.2,2012
364,nm0360253,Les Dalton en cavale,tt0085394,6.2,1983
365,nm0360253,Vacanze al Messico,tt0038606,6.1,1946
366,nm0360253,Speed Racer,tt0811080,6,2008
367,nm0360253,I Puffi: Viaggio nella foresta segreta,tt2398241,6,2017
368,nm0360253,Firewall - Accesso negato,tt0408345,5.8,2006
369,nm0360253,GoBots: Battle of the Rock Lords,tt0091123,5.8,1986
370,nm0360253,Les p'tits schtroumpfs,tt0258867,5.8,1988
371,nm0360253,Scooby!,tt3152592,5.7,2020
372,nm0360253,I pronipoti - Il film,tt0099878,5.6,1990
373,nm0360253,Pixels,tt2120120,5.5,2015
374,nm0360253,Josie and the Pussycats,tt0236348,5.5,2001
375,nm0360253,Tom e Jerry - Il film,tt0105616,5.5,1992
376,nm0360253,Anno 2118: progetto X,tt0063465,5.5,1968
377,nm0360253,I Puffi,tt0472181,5.4,2011
378,nm0360253,Tom & Jerry,tt1361336,5.3,2021
379,nm0360253,La Llorona - Le lacrime del male,tt4913966,5.3,2019
380,nm0360253,I Puffi 2,tt2017020,5.3,2013
381,nm0360253,Scooby-Doo,tt0267913,5.2,2002
382,nm0360253,Scooby-Doo 2: Mostri scatenati,tt0331632,5.1,2004
383,nm0360253,I Flintstones,tt0109813,4.9,1994
384,nm0360253,L'orso Yoghi,tt1302067,4.6,2010
385,nm0360253,Top Cat e i gatti combinaguai,tt4057916,4.3,2015
386,nm0360253,I Flintstones in Viva Rock Vegas,tt0158622,3.7,2000
387,nm0360253,The Mask 2,tt0362165,2.2,2005
388,nm0166256,Aladdin,tt0103639,8,1992
389,nm0166256,Big Hero 6,tt2245084,7.8,2014
390,nm0166256,The Pixar Story,tt1059955,7.8,2007
391,nm0166256,Too Funny to Fail: The Life & Death of The Dana Carvey Show,tt7544820,7.7,2017
392,nm0166256,Oceania,tt3521164,7.6,2016
393,nm0166256,La sirenetta,tt0097757,7.6,1989
394,nm0166256,Le avventure di Winnie the Pooh,tt0076363,7.6,1977
395,nm0166256,Howard,tt7682430,7.6,2018
396,nm0166256,Hercules,tt0119282,7.3,1997
397,nm0166256,Red e Toby nemiciamici,tt0082406,7.3,1981
398,nm0166256,Il pianeta del tesoro,tt0133240,7.2,2002
399,nm0166256,Basil l'investigatopo,tt0091149,7.2,1986
400,nm0166256,La principessa e il ranocchio,tt0780521,7.1,2009
401,nm0166256,Ralph spacca Internet,tt5848272,7,2018
402,nm0166256,Aladdin,tt6139732,6.9,2019
403,nm0166256,Le avventure di Bianca e Bernie,tt0076618,6.9,1977
404,nm0166256,Bolt - Un eroe a quattro zampe,tt0397892,6.8,2008
405,nm0166256,Taron e la pentola magica,tt0088814,6.4,1985
406,nm0166256,"Elliott, il drago invisibile",tt0076538,6.4,1977
407,nm0166256,The 19th Annual Animation Show of Shows,tt7767966,6.4,2017
408,nm0166256,18th Annual Animation Show of Shows,tt6170048,5.9,2016
409,nm0166256,A Fandemic: 50 Fans Celebrate 50 Years of Cinema,tt1389271,2.1,2021
410,nm0166256,Kuriocity,tt1068073,0,2007
411,nm0281808,Via col vento,tt0031381,8.1,1939
412,nm0281808,Il mago di Oz,tt0032138,8,1939
413,nm0281808,Capitani coraggiosi,tt0028691,8,1937
414,nm0281808,Intolerance,tt0006864,7.7,1916
415,nm0281808,La buona terra,tt0028944,7.5,1937
416,nm0281808,Hollywood Hollywood,tt0075323,7.4,1976
417,nm0281808,È nata una stella,tt0029606,7.3,1937
418,nm0281808,Lo schiaffo,tt0023382,7.3,1932
419,nm0281808,L'isola del tesoro,tt0025907,7.1,1934
420,nm0281808,Argento vivo,tt0023825,7.1,1933
421,nm0281808,Joe il pilota,tt0035959,7,1943
422,nm0281808,L'uomo della Virginia,tt0020556,6.9,1929
423,nm0281808,Quando le nuvole volano via,tt0010879,6.9,1919
424,nm0281808,Il dottor Jekyll e Mr. Hyde,tt0033553,6.8,1941
425,nm0281808,Arditi dell'aria,tt0030848,6.8,1938
426,nm0281808,La canzone dei lupi,tt0020595,6.8,1929
427,nm0281808,Mantrap,tt0017119,6.8,1926
428,nm0281808,The Half-Breed,tt0006753,6.7,1916
429,nm0281808,Common Clay,tt0020781,6.7,1930
430,nm0281808,Macbeth,tt0006995,6.7,1916
431,nm0281808,A Modern Musketeer,tt0008309,6.7,1917
432,nm0281808,Nel gorgo del peccato,tt0019553,6.6,1927
433,nm0281808,The Good Bad-Man,tt0006736,6.6,1916
434,nm0281808,The Crowd Roars,tt0030031,6.6,1938
435,nm0281808,Il grande valzer,tt0030202,6.5,1938
436,nm0281808,Un pulcino nella stoppa,tt0011474,6.5,1920
437,nm0281808,American Aristocracy,tt0006357,6.5,1916
